Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Pct_Change
2019-01-03,145.72000122070312,142.0,143.97999572753906,142.19000244140625,91312200,140.08522033691406,AAPL,-9.960737025028877
2019-01-04,148.5500030517578,143.8000030517578,144.52999877929688,148.25999450683594,58607100,146.0653533935547,AAPL,4.268930277240135
2019-01-07,148.8300018310547,145.89999389648438,148.6999969482422,147.92999267578125,54777800,145.74026489257812,AAPL,-0.22258319390364711
2019-01-08,151.82000732421875,148.52000427246094,149.55999755859375,150.75,41025300,148.5185089111328,AAPL,1.9063120826344981
2019-01-09,154.52999877929688,149.6300048828125,151.2899932861328,153.30999755859375,45099100,151.0406036376953,AAPL,1.6981741682214002
2019-01-10,153.97000122070312,150.86000061035156,152.5,153.8000030517578,35780700,151.52337646484375,AAPL,0.3196174424155096
2019-01-11,153.6999969482422,151.50999450683594,152.8800048828125,152.2899932861328,27023200,150.03570556640625,AAPL,-0.9818008684413626
2019-01-14,151.27000427246094,149.22000122070312,150.85000610351562,150.0,32439200,147.77960205078125,AAPL,-1.5037056846080588
2019-01-15,153.38999938964844,150.0500030517578,150.27000427246094,153.07000732421875,28710900,150.80416870117188,AAPL,2.046671549479173
2019-01-16,155.8800048828125,153.0,153.0800018310547,154.94000244140625,30569700,152.646484375,AAPL,1.221660042928363
